STOFF_ID	Stoff_Typ	Name_Botanisch_INCI	Name_DE	Name_EN	Platzhalter_Illu	Illu_Prompt_Positiv	Illu_Prompt_Negativ	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Name_Botanisch_INCI (Name_DE) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000037	Kraut	Eryngium foetidum	Culantro	Culantro	STOFF-HRB-000037	Ultrarealistisches Foto von getrocknetem Culantro, Makro, 8k	keine Samen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Eryngium foetidum (Culantro) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000038	Kraut	Persicaria odorata	Vietn. Koriander	Rau Ram	STOFF-HRB-000038	Ultrarealistisches Foto von getrocknetem Rau Ram, Makro, 8k	kein frisches Blatt	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Persicaria odorata (Vietn. Koriander) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000039	Kraut	Dysphania ambrosioides	Epazote	Epazote	STOFF-HRB-000039	Ultrarealistisches Foto von getrocknetem Epazote, Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Dysphania ambrosioides (Epazote) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000040	Kraut	Ocimum tenuiflorum	Tulsi	Holy Basil	STOFF-HRB-000040	Ultrarealistisches Foto von getrocknetem Tulsi, Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Ocimum tenuiflorum (Tulsi) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000041	Kraut	Perilla frutescens var. crispa	Shiso (Rot)	Red Shiso	STOFF-HRB-000041	Ultrarealistisches Foto von getrocknetem roten Shiso, Makro, 8k	kein Sushi	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Perilla frutescens var. crispa (Shiso (Rot)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000042	Kraut	Lippia graveolens	Mex. Oregano	Mexican Oregano	STOFF-HRB-000042	Ultrarealistisches Foto von getrocknetem mexikanischem Oregano, Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Lippia graveolens (Mex. Oregano) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000043	Kraut	Backhousia citriodora	Zitronenmyrte	Lemon Myrtle	STOFF-HRB-000043	Ultrarealistisches Foto von getrockneter Zitronenmyrte, Makro, 8k	kein frisches Blatt	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Backhousia citriodora (Zitronenmyrte) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000044	Kraut	Cinnamomum tamala	Tej Patta	Indian Bay Leaf	STOFF-HRB-000044	Ultrarealistisches Foto von getrockneten Tej-Patta-Blättern, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Cinnamomum tamala (Tej Patta) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000045	Kraut	Urtica dioica	Brennnesselblatt	Nettle Leaf	STOFF-HRB-000045	Ultrarealistisches Foto von getrockneten Brennnesselblättern, Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Urtica dioica (Brennnesselblatt) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000046	Kraut	Thymus vulgaris	Thymian	Thyme	STOFF-HRB-000046	Ultrarealistisches Foto von getrocknetem Thymian (gerebelt), Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Thymus vulgaris (Thymian) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000047	Kraut	Origanum majorana	Majoran	Marjoram	STOFF-HRB-000047	Ultrarealistisches Foto von getrocknetem Majoran (gerebelt), Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Origanum majorana (Majoran) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000048	Kraut	Laurus nobilis	Lorbeerblatt	Bay Leaf	STOFF-HRB-000048	Ultrarealistisches Foto von getrockneten Lorbeerblättern, Makro, 8k	kein frischer Zweig	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Laurus nobilis (Lorbeerblatt) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000049	Kraut	Mentha spicata	Grüne Minze	Spearmint	STOFF-HRB-000049	Ultrarealistisches Foto von getrockneter grüner Minze, Makro, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Mentha spicata (Grüne Minze) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000050	Kraut	Lavandula angustifolia	Lavendelblüten	Lavender	STOFF-HRB-000050	Ultrarealistisches Foto von getrockneten Lavendelblüten, Makro, 8k	kein Duftöl	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Lavandula angustifolia (Lavendelblüten) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000051	Kraut	Matricaria chamomilla	Kamillenblüten	Chamomile Flowers	STOFF-HRB-000051	Ultrarealistisches Foto von getrockneten Kamillenblüten, gelb-weiß, 8k	kein Teebeutel	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Matricaria chamomilla (Kamillenblüten) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000052	Kraut	Petroselinum crispum var. neapolitanum	Petersilie (glatt)	Flat-Leaf Parsley	STOFF-HRB-000052	Ultrarealistisches Foto von getrockneter glatter Petersilie, 8k	kein Pesto	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Petroselinum crispum var. neapolitanum (Petersilie (glatt)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000053	Kraut	Artemisia dracunculus	Estragon	Tarragon	STOFF-HRB-000053	Ultrarealistisches Foto von getrocknetem Estragon, 8k	kein frischer Bund	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Artemisia dracunculus (Estragon) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000054	Kraut	Mentha × piperita	Pfefferminze	Peppermint	STOFF-HRB-000054	Ultrarealistisches Foto von getrockneter Pfefferminze, 8k	kein Menthol-Kristall	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Mentha × piperita (Pfefferminze) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000055	Kraut	Melissa officinalis	Zitronenmelisse	Lemon Balm	STOFF-HRB-000055	Ultrarealistisches Foto von getrockneter Zitronenmelisse, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Melissa officinalis (Zitronenmelisse) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000056	Kraut	Ocimum basilicum	Basilikum	Basil	STOFF-HRB-000056	Ultrarealistisches Foto von getrocknetem Basilikum, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Ocimum basilicum (Basilikum) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000057	Kraut	Origanum vulgare	Oregano	Oregano	STOFF-HRB-000057	Ultrarealistisches Foto von getrocknetem Oregano, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Origanum vulgare (Oregano) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000058	Kraut	Salvia rosmarinus	Rosmarin	Rosemary	STOFF-HRB-000058	Ultrarealistisches Foto von getrockneten Rosmarinnadeln, 8k	kein frischer Zweig	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Salvia rosmarinus (Rosmarin) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000059	Kraut	Salvia officinalis	Salbei	Sage	STOFF-HRB-000059	Ultrarealistisches Foto von getrocknetem Salbei, 8k	kein frischer Salbei	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Salvia officinalis (Salbei) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000060	Kraut	Origanum syriacum	Za'atar-Kraut	Za'atar Herb	STOFF-HRB-000060	Ultrarealistisches Foto von getrocknetem Za'atar-Kraut, 8k	kein Gericht	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Origanum syriacum (Za'atar-Kraut) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000061	Kraut	Ruta graveolens	Weinraute	Rue	STOFF-HRB-000061	Ultrarealistisches Foto von getrockneter Weinraute, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Ruta graveolens (Weinraute) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000062	Kraut	Hyssopus officinalis	Ysop	Hyssop	STOFF-HRB-000062	Ultrarealistisches Foto von getrocknetem Ysop, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Hyssopus officinalis (Ysop) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000063	Kraut	Thymus × citriodorus	Zitronenthymian	Lemon Thyme	STOFF-HRB-000063	Ultrarealistisches Foto von getrocknetem Zitronenthymian, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Thymus × citriodorus (Zitronenthymian) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000064	Kraut	Tagetes minuta	Huacatay	Peruvian Black Mint	STOFF-HRB-000064	Ultrarealistisches Foto von getrocknetem Huacatay, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Tagetes minuta (Huacatay) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000065	Kraut	Porophyllum ruderale	Pápalo	Papalo	STOFF-HRB-000065	Ultrarealistisches Foto von getrocknetem Pápalo, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Porophyllum ruderale (Pápalo) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000066	Kraut	Piper auritum	Hoja Santa	Sacred Pepper Leaf	STOFF-HRB-000066	Ultrarealistisches Foto von getrockneter Hoja Santa, 8k	kein frisches Blatt	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper auritum (Hoja Santa) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000067	Kraut	Rumex acetosa	Sauerampfer	Sorrel	STOFF-HRB-000067	Ultrarealistisches Foto von getrocknetem Sauerampfer, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Rumex acetosa (Sauerampfer) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000068	Kraut	Borago officinalis	Borretsch	Borage	STOFF-HRB-000068	Ultrarealistisches Foto von getrocknetem Borretsch, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Borago officinalis (Borretsch) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000069	Kraut	Achillea millefolium	Schafgarbe	Yarrow	STOFF-HRB-000069	Ultrarealistisches Foto von getrockneter Schafgarbe, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Achillea millefolium (Schafgarbe) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000070	Kraut	Sambucus nigra	Holunderblüten	Elderflower	STOFF-HRB-000070	Ultrarealistisches Foto von getrockneten Holunderblüten, 8k	kein frischer Busch	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Sambucus nigra (Holunderblüten) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000071	Kraut	Tilia cordata	Lindenblüten	Linden Flowers	STOFF-HRB-000071	Ultrarealistisches Foto von getrockneten Lindenblüten, 8k	kein Getränk	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Tilia cordata (Lindenblüten) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000072	Kraut	Myrtus communis	Myrte (Blätter)	Myrtle Leaves	STOFF-HRB-000072	Ultrarealistisches Foto von getrockneten Myrtenblättern, 8k	kein frisches Blatt	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Myrtus communis (Myrte (Blätter)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000073	Kraut	Artemisia vulgaris	Beifuß	Mugwort	STOFF-HRB-000073	Ultrarealistisches Foto von getrocknetem Beifuß, 8k	kein Getränk	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Artemisia vulgaris (Beifuß) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000074	Kraut	Filipendula ulmaria	Mädesüß	Meadowsweet	STOFF-HRB-000074	Ultrarealistisches Foto von getrocknetem Mädesüß, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Filipendula ulmaria (Mädesüß) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000075	Kraut	Portulaca oleracea	Portulak	Purslane	STOFF-HRB-000075	Ultrarealistisches Foto von getrocknetem Portulak, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Portulaca oleracea (Portulak) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000076	Kraut	Tropaeolum majus	Kapuzinerkresse	Nasturtium	STOFF-HRB-000076	Ultrarealistisches Foto von getrockneter Kapuzinerkresse, 8k	kein frischer Strauß	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Tropaeolum majus (Kapuzinerkresse) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000077	Kraut	Nasturtium officinale	Brunnenkresse	Watercress	STOFF-HRB-000077	Ultrarealistisches Foto von getrockneter Brunnenkresse, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Nasturtium officinale (Brunnenkresse) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000078	Kraut	Allium tuberosum	Knoblauch-Schnittlauch	Garlic Chives	STOFF-HRB-000078	Ultrarealistisches Foto von getrocknetem Knoblauch-Schnittlauch, 8k	keine Knolle	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Allium tuberosum (Knoblauch-Schnittlauch) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000079	Kraut	Plectranthus amboinicus	Kubano-Oregano	Cuban Oregano	STOFF-HRB-000079	Ultrarealistisches Foto von getrocknetem Kubano-Oregano, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Plectranthus amboinicus (Kubano-Oregano) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000080	Kraut	Mentha suaveolens	Apfelminze	Apple Mint	STOFF-HRB-000080	Ultrarealistisches Foto von getrockneter Apfelminze, 8k	kein Menthol	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Mentha suaveolens (Apfelminze) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000081	Kraut	Houttuynia cordata	Fischminze	Fish Mint	STOFF-HRB-000081	Ultrarealistisches Foto von getrockneter Fischminze, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Houttuynia cordata (Fischminze) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000082	Kraut	Piper sarmentosum	Wilder Betel	Cha Plu	STOFF-HRB-000082	Ultrarealistisches Foto von getrocknetem wildem Betel, 8k	kein frisches Blatt	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper sarmentosum (Wilder Betel) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000083	Kraut	Ocimum gratissimum	Afrik. Basilikum	Clove Basil	STOFF-HRB-000083	Ultrarealistisches Foto von getrocknetem afrikanischem Basilikum, 8k	kein frisches Kraut	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Ocimum gratissimum (Afrik. Basilikum) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000084	Kraut	Glebionis coronaria	Shungiku	Garland Chrysanthemum	STOFF-HRB-000084	Ultrarealistisches Foto von getrocknetem Shungiku, 8k	kein frisches Gemüse	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Glebionis coronaria (Shungiku) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
